Country,Region,Year,Happiness.Score,Health.Life.Expectancy,Trust.Government.Corruption,Generosity,Freedom,Social.support,GDP.per.capita
Senegal,"Sub-Saharan Africa",2019,4.681,0.571,0.072,0.153,0.292,1.134,0.45
Serbia,"Central and Eastern Europe",2019,5.603,0.854,0.039,0.137,0.282,1.383,1.004
"Sierra Leone","Sub-Saharan Africa",2019,4.374,0.242,0.045,0.252,0.309,0.841,0.268
Singapore,"Southeastern Asia",2019,6.262,1.141,0.453,0.271,0.556,1.463,1.572
Slovakia,"Central and Eastern Europe",2019,6.198,0.881,0.014,0.121,0.334,1.504,1.246
Slovenia,"Central and Eastern Europe",2019,6.118,0.953,0.057,0.144,0.564,1.523,1.258
Somalia,NULL,2019,4.668,0.268,0.27,0.243,0.559,0.698,0
"South Africa","Sub-Saharan Africa",2019,4.722,0.469,0.055,0.13,0.389,1.351,0.96
"South Korea","Eastern Asia",2019,5.895,1.036,0.056,0.175,0.159,1.219,1.301
"South Sudan",NULL,2019,2.853,0.295,0.091,0.202,0.01,0.575,0.306
Spain,"Western Europe",2019,6.354,1.062,0.079,0.153,0.362,1.484,1.286
"Sri Lanka","Southern Asia",2019,4.366,0.831,0.047,0.244,0.47,1.265,0.949
Swaziland,"Sub-Saharan Africa",2019,4.212,0,0.135,0.074,0.313,1.149,0.811
Sweden,"Western Europe",2019,7.343,1.009,0.373,0.267,0.574,1.487,1.387
Switzerland,"Western Europe",2019,7.48,1.052,0.343,0.263,0.572,1.526,1.452
Syria,"Middle East and Northern Africa",2019,3.462,0.44,0.141,0.331,0.013,0.378,0.619
Taiwan,"Eastern Asia",2019,6.446,0.914,0.097,0.242,0.351,1.43,1.368
Tajikistan,"Central and Eastern Europe",2019,5.467,0.718,0.144,0.23,0.389,1.098,0.493
Tanzania,"Sub-Saharan Africa",2019,3.231,0.499,0.147,0.276,0.417,0.885,0.476
Thailand,"Southeastern Asia",2019,6.008,0.828,0.028,0.359,0.557,1.409,1.05
Togo,"Sub-Saharan Africa",2019,4.085,0.41,0.085,0.177,0.293,0.572,0.275
"Trinidad & Tobago",NULL,2019,6.192,0.713,0.016,0.185,0.489,1.477,1.231
Tunisia,"Middle East and Northern Africa",2019,4.461,0.815,0.055,0.059,0.167,1,0.921
Turkey,"Middle East and Northern Africa",2019,5.373,0.808,0.106,0.083,0.195,1.36,1.183
Turkmenistan,"Central and Eastern Europe",2019,5.247,0.657,0.028,0.244,0.394,1.538,1.052
Uganda,"Sub-Saharan Africa",2019,4.189,0.443,0.06,0.252,0.356,1.069,0.332
Ukraine,"Central and Eastern Europe",2019,4.332,0.739,0.01,0.187,0.178,1.39,0.82
"United Arab Emirates","Middle East and Northern Africa",2019,6.825,0.825,0.182,0.262,0.598,1.31,1.503
"United Kingdom","Western Europe",2019,7.054,0.996,0.278,0.348,0.45,1.538,1.333
"United States","North America",2019,6.892,0.874,0.128,0.28,0.454,1.457,1.433
Uruguay,"Latin America and Caribbean",2019,6.293,0.891,0.15,0.127,0.523,1.465,1.124
Uzbekistan,"Central and Eastern Europe",2019,6.174,0.756,0.24,0.322,0.631,1.529,0.745
Venezuela,"Latin America and Caribbean",2019,4.707,0.805,0.047,0.064,0.154,1.427,0.96
Vietnam,"Southeastern Asia",2019,5.175,0.851,0.073,0.147,0.543,1.346,0.741
Yemen,"Middle East and Northern Africa",2019,3.38,0.463,0.077,0.108,0.143,1.163,0.287
Zambia,"Sub-Saharan Africa",2019,4.107,0.426,0.087,0.247,0.431,1.058,0.578
Zimbabwe,"Sub-Saharan Africa",2019,3.663,0.433,0.089,0.151,0.361,1.114,0.366
Afghanistan,"Southern Asia",2020,2.566900015,0.266051531,0.001225785,0.135234714,0,0.356433839,0.30070585
Albania,"Central and Eastern Europe",2020,4.882699966,0.846329629,0.025361285,0.171027765,0.461945891,0.830483913,0.906653047
Algeria,"Middle East and Northern Africa",2020,5.005099773,0.745418549,0.129190654,0.118915014,0.083943799,1.143003583,0.943856001
Argentina,"Latin America and Caribbean",2020,5.974699974,0.849773705,0.060415059,0.070100471,0.520840347,1.372543693,1.028465629
Armenia,"Central and Eastern Europe",2020,4.676799774,0.77585727,0.104618184,0.107225738,0.378075808,1.034576893,0.808262408
Australia,"Australia and New Zealand",2020,7.222799778,1.022607684,0.335996419,0.324973613,0.621877193,1.477146268,1.310396433
Austria,"Western Europe",2020,7.294199944,1.000933528,0.281256139,0.255509764,0.603368878,1.437444925,1.317285538
Azerbaijan,"Central and Eastern Europe",2020,5.164800167,0.731134057,0.247307181,0.040113214,0.467734724,1.180613041,0.990272701
Bahrain,"Middle East and Northern Africa",2020,6.227300167,0.838836372,0.126697257,0.287453711,0.610399902,1.31532371,1.296692252
Bangladesh,"Southern Asia",2020,4.832799911,0.694940507,0.176735908,0.176745117,0.604130566,0.868800581,0.556156278
Belarus,"Central and Eastern Europe",2020,5.539899826,0.75258857,0.193607435,0.08993306,0.290755868,1.38713932,1.018854499
Belgium,"Western Europe",2020,6.863500118,0.964901149,0.208724052,0.146966159,0.499805421,1.398677588,1.295842767
Benin,"Sub-Saharan Africa",2020,5.21600008,0.328062952,0.125931874,0.196670428,0.40583989,0.352428436,0.366244704
Bolivia,"Latin America and Caribbean",2020,5.747499943,0.662445664,0.072942637,0.138375074,0.5744645,1.142350554,0.730976343
"Bosnia and Herzegovina","Central and Eastern Europe",2020,5.674099922,0.813928187,0.001172487,0.264005244,0.305365741,1.203986526,0.91839546
Botswana,"Sub-Saharan Africa",2020,3.478899956,0.494101733,0.101786368,0.033407487,0.50908941,1.08569479,0.997548997
Brazil,"Latin America and Caribbean",2020,6.375599861,0.766119063,0.106518604,0.131674588,0.483292729,1.363464117,0.952679873
Bulgaria,"Central and Eastern Europe",2020,5.101500034,0.777776897,0,0.103833713,0.417820066,1.460578918,1.046554685
"Burkina Faso","Sub-Saharan Africa",2020,4.768700123,0.312833875,0.126408055,0.186390609,0.322398156,0.9293859,0.302467644
Burundi,"Sub-Saharan Africa",2020,3.775300026,0.295212835,0.212186828,0.187401786,0.275399059,0.403575271,0
Cambodia,"Southeastern Asia",2020,4.848400116,0.587904334,0.072837502,0.233342081,0.674940348,1.071426034,0.544634938
Cameroon,"Sub-Saharan Africa",2020,5.084899902,0.270189553,0.054393422,0.198020101,0.439242482,0.89972645,0.503958046
Canada,"North America",2020,7.23210001,1.022501945,0.351701856,0.28152892,0.644028127,1.435391903,1.301647663
"Central African Republic","Sub-Saharan Africa",2020,3.475899935,0,0.028264718,0.253513217,0.292814463,0,0.041072082
Chad,"Sub-Saharan Africa",2020,4.422699928,0.1087441,0.085755408,0.210805088,0.228601769,0.739118278,0.302287489
Chile,"Latin America and Caribbean",2020,6.228499889,0.889260828,0.06284935,0.155579001,0.417482227,1.323286891,1.096992493
China,"Eastern Asia",2020,5.123899937,0.867248535,0.117255554,0.079021044,0.601605117,1.132080674,0.990533412
Colombia,"Latin America and Caribbean",2020,6.163400173,0.810020149,0.04584837,0.092374094,0.526890039,1.33445096,0.93220371
Comoros,"Sub-Saharan Africa",2020,4.288599968,0.437383324,0.100048535,0.258538276,0.181028232,0.723232806,0.415620774
"Congo (Brazzaville)","Sub-Saharan Africa",2020,5.194399834,0.458101124,0.118670784,0.117216013,0.386514395,0.757636011,0.633616745
"Congo (Kinshasa)","Sub-Saharan Africa",2020,4.31099987,0.277212054,0.081466645,0.254324883,0.36462298,0.833055019,0.062487468
"Costa Rica","Latin America and Caribbean",2020,7.121399879,0.939635336,0.096362092,0.131266311,0.645017743,1.374853611,0.981107712
Croatia,"Central and Eastern Europe",2020,5.504700184,0.900575578,0.012325006,0.113998979,0.381456882,1.311264873,1.109024286
Cyprus,"Western Europe",2020,6.15899992,1.026124597,0.051207144,0.227932334,0.459385872,1.149170756,1.21279943
"Czech Republic","Central and Eastern Europe",2020,6.910900116,0.89456445,0.049803223,0.046325929,0.505744576,1.40528667,1.212322354
Denmark,"Western Europe",2020,7.645599842,0.979332566,0.495260328,0.242793396,0.665039897,1.503449202,1.326948524
"Dominican Republic","Latin America and Caribbean",2020,5.689199924,0.741901696,0.115945682,0.112196781,0.5628739,1.328888893,0.983191848
Ecuador,"Latin America and Caribbean",2020,5.925199986,0.838837743,0.086753383,0.115006477,0.555234551,1.221027613,0.853383601
Egypt,"Middle East and Northern Africa",2020,4.151400089,0.596911311,0.095461793,0.068801254,0.373684734,0.982539535,0.875228941
"El Salvador","Latin America and Caribbean",2020,6.34829998,0.752730012,0.117030352,0.1189363,0.524043918,1.149397612,0.748940408
Estonia,"Central and Eastern Europe",2020,6.021800041,0.842615008,0.201766819,0.125136748,0.576664805,1.453232527,1.192441225
Ethiopia,"Sub-Saharan Africa",2020,4.186200142,0.483846247,0.117437035,0.227698103,0.41256687,1.001103282,0.315125644
Finland,"Western Europe",2020,7.808700085,0.961271405,0.477857262,0.159670442,0.66231674,1.499525905,1.285189509
France,"Western Europe",2020,6.663799763,1.029714227,0.227303237,0.112607703,0.514050901,1.458839178,1.268129349
Gabon,"Sub-Saharan Africa",2020,4.829299927,0.522574842,0.055804539,0.052013602,0.369459897,1.10639751,0.988044381
Gambia,"Sub-Saharan Africa",2020,4.750599861,0.353247881,0.158093795,0.425989687,0.403419524,0.882678688,0.256990552
Georgia,"Central and Eastern Europe",2020,4.672599792,0.694657624,0.174088076,0.047609735,0.485494107,0.7311939,0.847198069
Germany,"Western Europe",2020,7.075799942,0.972114801,0.309362292,0.252037704,0.564274132,1.368543744,1.314184546
Ghana,"Sub-Saharan Africa",2020,5.147999763,0.432162255,0.056570381,0.261291206,0.477290064,0.96636796,0.575862467
Greece,"Western Europe",2020,5.514999866,0.979431748,0.048844352,0,0.173516348,1.168973565,1.128070116
Guatemala,"Latin America and Caribbean",2020,6.398900032,0.705952585,0.0983603,0.170611665,0.613146722,1.174267054,0.753815711
Guinea,"Sub-Saharan Africa",2020,4.949299812,0.333655238,0.112204559,0.249490842,0.371878058,0.75136596,0.390007734
Haiti,"Latin America and Caribbean",2020,3.720799923,0.37436673,0.161935672,0.463909656,0.169297516,0.646671355,0.284734428
Honduras,"Latin America and Caribbean",2020,5.953199863,0.791989982,0.086807102,0.256528199,0.568148077,1.186664104,0.598763585
"Hong Kong S.A.R. of China","East Asia",2020,5.510399818,1.136630654,0.332485437,0.288280904,0.459356517,1.243584275,1.376746058
Hungary,"Central and Eastern Europe",2020,6.000400066,0.806793869,0.027548173,0.070491239,0.386401802,1.423009396,1.164307117
Iceland,"Western Europe",2020,7.504499912,1.000843406,0.144540772,0.362330228,0.661980748,1.547567487,1.326501608
India,"Southern Asia",2020,3.573299885,0.54057014,0.105587982,0.237072483,0.581142247,0.644198656,0.730576158
Indonesia,"Southeastern Asia",2020,5.285600185,0.610437036,0.038278613,0.542646527,0.568161428,1.154800892,0.891720712
Iran,"Middle East and Northern Africa",2020,4.672399998,0.749053836,0.142651513,0.27697894,0.301195472,0.886271179,1.029322505
Iraq,"Middle East and Northern Africa",2020,4.784800053,0.529350698,0.073164992,0.153002068,0.283588052,1.011466622,0.982018709
Ireland,"Western Europe",2020,7.093699932,0.975670695,0.373433262,0.295426995,0.587779939,1.470596433,1.446886778
Israel,"Middle East and Northern Africa",2020,7.128600121,1.008052945,0.09989845,0.266861796,0.420699477,1.403256774,1.216463685
Italy,"Western Europe",2020,6.38740015,1.022504926,0.040145598,0.170266211,0.321305573,1.347296,1.236396074
"Ivory Coast","Sub-Saharan Africa",2020,5.233300209,0.154942513,0.093495794,0.169915587,0.397122532,0.799727261,0.537094414
Jamaica,"Latin America and Caribbean",2020,5.889800072,0.788434088,0.030147785,0.116268493,0.553124607,1.408289194,0.779058397
Japan,"Eastern Asia",2020,5.870800018,1.072881341,0.181439638,0.03571178,0.495465875,1.332338691,1.26672411
Jordan,"Middle East and Northern Africa",2020,4.633399963,0.777624726,0.151878625,0.091494769,0.424855083,1.140118599,0.785179198
Kazakhstan,"Central and Eastern Europe",2020,6.057899952,0.698788941,0.110463686,0.153713793,0.497432142,1.453267694,1.122594237
Kenya,"Sub-Saharan Africa",2020,4.583000183,0.536312759,0.067201078,0.393902093,0.519180536,0.905077755,0.476413399
Kosovo,"Central and Eastern Europe",2020,6.325200081,0.672709167,0.008559024,0.325286865,0.557280421,1.183962822,0.840481341
Kuwait,"Middle East and Northern Africa",2020,6.102099895,0.776468933,0.112814933,0.132751092,0.570261419,1.244779825,1.424833655
Kyrgyzstan,"Central and Eastern Europe",2020,5.541500092,0.680645883,0.030466691,0.30137074,0.614617765,1.341036677,0.513180971
Laos,"Southeastern Asia",2020,4.888599873,0.486378282,0.194273964,0.27266711,0.612027287,0.987391889,0.714693844
Latvia,"Central and Eastern Europe",2020,5.949999809,0.777902424,0.090391524,0.075407945,0.329198807,1.414398789,1.14139545
Lebanon,"Middle East and Northern Africa",2020,4.771500111,0.788671136,0.021518147,0.158524141,0.18551667,1.19249332,0.889232516
Lesotho,"Sub-Saharan Africa",2020,3.652800083,0.100934811,0.050483823,0.102627642,0.409367532,1.088940024,0.45493874
Liberia,"Sub-Saharan Africa",2020,4.557899952,0.392284274,0.051139876,0.226967871,0.405943096,0.920733929,0.174103007
Libya,"Middle East and Northern Africa",2020,5.488800049,0.615626633,0.172258079,0.142757699,0.451354057,1.196283698,1.021913767
Lithuania,"Central and Eastern Europe",2020,6.215499878,0.795421183,0.081350274,0.053691041,0.42046079,1.432865739,1.193559647
Luxembourg,"Western Europe",2020,7.237500191,0.986442685,0.367041469,0.19595392,0.610137045,1.387528419,1.536676049
Macedonia,"Central and Eastern Europe",2020,5.159800053,0.802994132,0.024595059,0.18586354,0.410224587,1.183173537,0.935371995
Madagascar,"Sub-Saharan Africa",2020,4.165599823,0.500617027,0.076248638,0.191190064,0.192967549,0.823694348,0.244553208
Malawi,"Sub-Saharan Africa",2020,3.538000107,0.446163297,0.131633952,0.213185057,0.487389833,0.53036809,0.176534727
Malaysia,"Southeastern Asia",2020,5.384300232,0.788511872,0.062163133,0.274886161,0.596941531,1.17400229,1.168421626
Maldives,"South Asia",2020,5.197599888,0.914439559,0.071906492,0.224198252,0.548203647,1.402287602,0.937864304
Mali,"Sub-Saharan Africa",2020,4.729300022,0.234981522,0.062146276,0.16966705,0.377534449,0.97314173,0.352462649
Malta,"Western Europe",2020,6.772799969,0.972042024,0.178864077,0.341180831,0.633239031,1.442956924,1.252513289
Mauritania,"Sub-Saharan Africa",2020,4.374599934,0.425184816,0.122257635,0.128899664,0.185714483,1.113323569,0.539684892
Mauritius,"Sub-Saharan Africa",2020,6.101299763,0.763389409,0.084088229,0.186894551,0.590838134,1.395666838,1.07366395
Mexico,"Latin America and Caribbean",2020,6.465000153,0.831601024,0.083133668,0.083094485,0.553892553,1.226333499,1.024387479
Moldova,"Central and Eastern Europe",2020,5.607500076,0.713299453,0.014378744,0.174049184,0.389571488,1.237312198,0.707916796
Mongolia,"Eastern Asia",2020,5.456200123,0.615788162,0.046533126,0.263885736,0.355703115,1.458930612,0.904872775
Montenegro,"Central and Eastern Europe",2020,5.54610014,0.839028895,0.098435111,0.14901033,0.303223848,1.265657902,1.010150075
Morocco,"Middle East and Northern Africa",2020,5.094799995,0.745096922,0.077385604,0.040032551,0.450054139,0.645208478,0.75862211
Mozambique,"Sub-Saharan Africa",2020,4.623600006,0.324223638,0.163064316,0.220422104,0.56077534,0.955202878,0.178741366
Myanmar,"Southeastern Asia",2020,4.308000088,0.495443076,0.187530354,0.569813728,0.597478867,1.098178267,0.67809093
Namibia,"Sub-Saharan Africa",2020,4.571100235,0.40687117,0.054320343,0.076454483,0.444598973,1.245738149,0.84008199
Nepal,"Southern Asia",2020,5.137199879,0.66887939,0.127502963,0.300971806,0.480608255,1.100789309,0.444050372
Netherlands,"Western Europe",2020,7.448900223,0.975675344,0.368569762,0.336317569,0.61362648,1.463645935,1.338946342
"New Zealand","Australia and New Zealand",2020,7.299600124,1.008138299,0.461268276,0.325726211,0.646789908,1.48721838,1.242317915
Nicaragua,"Latin America and Caribbean",2020,6.13710022,0.803093255,0.174084574,0.212871477,0.560117304,1.27081275,0.620033145
Niger,"Sub-Saharan Africa",2020,4.909599781,0.298816353,0.137554765,0.208176896,0.435311615,0.703800142,0.108330332
Nigeria,"Sub-Saharan Africa",2020,4.724100113,0.167835936,0.047589935,0.221328124,0.435079455,0.986717939,0.645901859
"North Cyprus","Western Europe",2020,5.53550005,1.026124597,0.199802905,0.199160054,0.477885723,1.183089137,1.21279943
Norway,"Western Europe",2020,7.487999916,1.008071899,0.434100568,0.287985086,0.670200884,1.495172501,1.42420733
Pakistan,"Southern Asia",2020,5.69329977,0.469933242,0.122592121,0.228705063,0.405421734,0.872979581,0.616799474
"Palestinian Territories","Middle East and Northern Africa",2020,4.552800179,0.613826573,0.071913652,0.091816261,0.29870075,1.194755554,0.587819219
Panama,"Latin America and Caribbean",2020,6.304800034,0.878546536,0.054230526,0.097207308,0.57984978,1.376149297,1.097667813
Paraguay,"Latin America and Caribbean",2020,5.692100048,0.735869646,0.065077379,0.204299241,0.586510062,1.36819756,0.897990823
Peru,"Latin America and Caribbean",2020,5.796800137,0.824444175,0.02703266,0.091611817,0.513210058,1.208405972,0.91854918
Philippines,"Southeastern Asia",2020,6.006000042,0.602189481,0.130385727,0.129260212,0.621915162,1.245381713,0.775120676
Poland,"Central and Eastern Europe",2020,6.186299801,0.868038476,0.160541251,0.063374244,0.557903528,1.310399771,1.16922915
Portugal,"Western Europe",2020,5.910900116,0.979315281,0.027733466,0.053036947,0.589895189,1.339530349,1.168800831
Romania,"Central and Eastern Europe",2020,6.123700142,0.79229486,0.000829569,0.068181619,0.534852326,1.1944381,1.120401621
Russia,"Central and Eastern Europe",2020,5.546000004,0.68044591,0.045699362,0.099041916,0.399499595,1.378644109,1.126999617
Rwanda,"Sub-Saharan Africa",2020,3.312299967,0.572383285,0.485542476,0.235704988,0.604087889,0.522876322,0.343242675
"Saudi Arabia","Middle East and Northern Africa",2020,6.406499863,0.759818137,0.163322315,0.087440684,0.548477471,1.309950113,1.334328532
Senegal,"Sub-Saharan Africa",2020,4.980800152,0.518391907,0.081865937,0.164397135,0.352400899,0.95459342,0.504061818
Serbia,"Central and Eastern Europe",2020,5.77820015,0.828403294,0.059447147,0.15028289,0.395428419,1.327448964,0.988181829
"Sierra Leone","Sub-Saharan Africa",2020,3.926399946,0.203953966,0.047940936,0.257647008,0.382027686,0.747984946,0.240560383
Singapore,"Southeastern Asia",2020,6.377099991,1.137814283,0.533162236,0.218770906,0.635317206,1.39545691,1.519580126
Slovakia,"Central and Eastern Europe",2020,6.280600071,0.853465259,0.011291441,0.116729774,0.423542529,1.424331188,1.194837689
Slovenia,"Central and Eastern Europe",2020,6.363399982,0.932548046,0.076516323,0.145701498,0.646700144,1.464677691,1.208652496
"South Africa","Sub-Saharan Africa",2020,4.814099789,0.407034069,0.05950214,0.126406848,0.43478182,1.259086251,0.902140439
"South Korea","Eastern Asia",2020,5.872399807,1.022542596,0.094596282,0.170303866,0.25935635,1.133560538,1.245300651
"South Sudan","Sub-Saharan Africa",2020,2.816600084,0.208809033,0.111156799,0.209934607,0.065609254,0.553278506,0.289082974
Spain,"Western Europe",2020,6.400899887,1.051343083,0.109579779,0.16530548,0.425983816,1.421099186,1.230535269
"Sri Lanka","Southern Asia",2020,4.327000141,0.792036712,0.049444564,0.252666146,0.528632462,1.19494009,0.897986948
Swaziland,"Sub-Saharan Africa",2020,4.308100224,0.215585828,0.146765873,0.067264833,0.299935788,1.064835191,0.827539742
Sweden,"Western Europe",2020,7.353499889,0.986470461,0.442066371,0.272827893,0.650297701,1.433347702,1.322235227
Switzerland,"Western Europe",2020,7.559899807,1.040533185,0.407945901,0.269055754,0.62895447,1.472403407,1.39077425
"Taiwan Province of China","East Asia",2020,6.45539999,0.878437996,0.131516352,0.150598705,0.449404389,1.357760668,1.327470541
Tajikistan,"Central and Eastern Europe",2020,5.555699825,0.680594802,0.221779913,0.182417125,0.521141171,1.218377709,0.474874616
Tanzania,"Sub-Saharan Africa",2020,3.476200104,0.442677855,0.203880861,0.27154091,0.509343088,0.872674644,0.457163125
Thailand,"Southeastern Asia",2020,5.998799801,0.793855846,0.031837862,0.376709014,0.609449804,1.347519517,1.007029295
Togo,"Sub-Saharan Africa",2020,4.187200069,0.342731178,0.114826456,0.200774252,0.303539038,0.547622859,0.268116266
"Trinidad and Tobago","Latin America and Caribbean",2020,6.191899776,0.658828557,0.015078396,0.199358255,0.55293113,1.407326221,1.167641521
Tunisia,"Middle East and Northern Africa",2020,4.392199993,0.781156719,0.043899573,0.055881143,0.235860556,0.872167706,0.874742687
Turkey,"Middle East and Northern Africa",2020,5.131800175,0.781335294,0.120983243,0.085885569,0.25440076,1.197159171,1.127169251
Turkmenistan,"Central and Eastern Europe",2020,5.119100094,0.612448037,0.03350389,0.323129326,0.515236676,1.510476947,1.008963585
Uganda,"Sub-Saharan Africa",2020,4.43200016,0.378311664,0.063818842,0.264807373,0.401682556,1.052327394,0.312337428
Ukraine,"Central and Eastern Europe",2020,4.56069994,0.698674381,0.00965116,0.178551316,0.319423705,1.321316481,0.780434608
"United Arab Emirates","Middle East and Northern Africa",2020,6.790800095,0.787814438,0.220213518,0.28065598,0.652936101,1.251170993,1.431086421
"United Kingdom","Western Europe",2020,7.164500237,0.97570008,0.322601646,0.373433441,0.525168657,1.457844973,1.273061037
"United States","North America",2020,6.939599991,0.831618011,0.152284741,0.298143059,0.534608245,1.404786706,1.37398684
Uruguay,"Latin America and Caribbean",2020,6.440100193,0.856928885,0.193425074,0.132143691,0.59426707,1.425081134,1.071000457
Uzbekistan,"Central and Eastern Europe",2020,6.257599831,0.716703713,0.280260265,0.363311023,0.693270326,1.434020042,0.696652949
Venezuela,"Latin America and Caribbean",2020,5.053199768,0.76702553,0.063624777,0.087179154,0.271717221,1.348546863,0.770238638
Vietnam,"Southeastern Asia",2020,5.353499889,0.819133997,0.089848459,0.136488721,0.650835574,1.253074765,0.718092382
Yemen,"Middle East and Northern Africa",2020,3.527400017,0.41500017,0.087352127,0.094689012,0.243721485,1.177477121,0.392701775
Zambia,"Sub-Saharan Africa",2020,3.759399891,0.36359334,0.086705238,0.250620902,0.49131754,0.896037281,0.536833763
Zimbabwe,"Sub-Saharan Africa",2020,3.299200058,0.375037611,0.080928579,0.151349187,0.37740472,1.047835231,0.425564021
Afghanistan,"Southern Asia",2021,2.523,52.493,0.01,0.122,0,0,0.37
Albania,"Central and Eastern Europe",2021,5.117,68.999,0.024,0.168,0.491,0.529,1.008
Algeria,"Middle East and Northern Africa",2021,4.887,66.005,0.12,0.144,0.119,0.765,0.946
Argentina,"Latin America and Caribbean",2021,5.929,69,0.067,0.069,0.544,0.98,1.162
Armenia,"Central and Eastern Europe",2021,5.283,67.055,0.198,0.079,0.54,0.758,0.996
Australia,"Australia and New Zealand",2021,7.183,73.9,0.317,0.291,0.647,1.076,1.453
Austria,"Western Europe",2021,7.268,73.3,0.292,0.215,0.64,1.062,1.492
Azerbaijan,"Central and Eastern Europe",2021,5.171,65.656,0.276,0.043,0.526,0.841,1.025
Bahrain,"Middle East and Northern Africa",2021,6.647,69.495,0.139,0.246,0.661,0.899,1.409
Bangladesh,"Southern Asia",2021,5.025,64.8,0.164,0.161,0.603,0.52,0.635
Belarus,"Central and Eastern Europe",2021,5.534,66.253,0.199,0.07,0.326,1.007,1.124
Belgium,"Western Europe",2021,6.834,72.199,0.187,0.088,0.489,0.998,1.463
Benin,"Sub-Saharan Africa",2021,5.045,54.713,0.178,0.166,0.457,0.058,0.507
Bolivia,"Latin America and Caribbean",2021,5.716,63.901,0.064,0.138,0.6,0.782,0.842
"Bosnia and Herzegovina","Central and Eastern Europe",2021,5.813,68.098,0.005,0.261,0.395,0.919,1.032
Botswana,"Sub-Saharan Africa",2021,3.467,59.269,0.088,0.027,0.539,0.724,1.099
Brazil,"Latin America and Caribbean",2021,6.33,66.601,0.117,0.142,0.514,0.944,1.028
Bulgaria,"Central and Eastern Europe",2021,5.266,67,0.005,0.125,0.494,1.055,1.181
"Burkina Faso","Sub-Saharan Africa",2021,4.834,54.151,0.122,0.182,0.381,0.472,0.364
Burundi,"Sub-Saharan Africa",2021,3.775,53.4,0.212,0.172,0.298,0.062,0
Cambodia,"Southeastern Asia",2021,4.83,62,0.061,0.21,0.702,0.68,0.603
Cameroon,"Sub-Saharan Africa",2021,5.142,53.515,0.058,0.205,0.425,0.556,0.543
Canada,"North America",2021,7.103,73.8,0.335,0.246,0.648,1.044,1.447
Chad,"Sub-Saharan Africa",2021,4.355,48.478,0.084,0.215,0.24,0.353,0.255
Chile,"Latin America and Caribbean",2021,6.172,70,0.07,0.159,0.438,0.946,1.2
China,"Eastern Asia",2021,5.339,69.593,0.117,0.093,0.636,0.785,1.061
Colombia,"Latin America and Caribbean",2021,6.012,68.001,0.063,0.1,0.554,0.866,1.021
Comoros,"Sub-Saharan Africa",2021,4.289,57.349,0.101,0.241,0.202,0.367,0.488
"Congo (Brazzaville)","Sub-Saharan Africa",2021,5.342,58.221,0.124,0.144,0.381,0.392,0.518
"Costa Rica","Latin America and Caribbean",2021,7.069,71.4,0.083,0.105,0.673,0.966,1.134
Croatia,"Central and Eastern Europe",2021,5.882,70.799,0,0.111,0.453,1.039,1.251
Cyprus,"Western Europe",2021,6.223,73.898,0.061,0.178,0.464,0.765,1.377
"Czech Republic","Central and Eastern Europe",2021,6.965,70.807,0.046,0.052,0.58,1.09,1.37
Denmark,"Western Europe",2021,7.62,72.7,0.485,0.208,0.686,1.108,1.502
"Dominican Republic","Latin America and Caribbean",2021,5.545,66.102,0.144,0.101,0.581,0.879,1.106
Ecuador,"Latin America and Caribbean",2021,5.764,68.8,0.062,0.107,0.56,0.806,0.935
Egypt,"Middle East and Northern Africa",2021,4.283,61.998,0.092,0.069,0.446,0.647,0.954
"El Salvador","Latin America and Caribbean",2021,6.061,66.402,0.16,0.116,0.615,0.675,0.845
Estonia,"Central and Eastern Europe",2021,6.189,68.8,0.263,0.119,0.641,1.079,1.344
Ethiopia,"Sub-Saharan Africa",2021,4.275,59,0.114,0.241,0.451,0.679,0.37
Finland,"Western Europe",2021,7.842,72,0.481,0.124,0.691,1.106,1.446
France,"Western Europe",2021,6.69,74,0.235,0.092,0.536,1.081,1.421
Gabon,"Sub-Saharan Africa",2021,4.852,59.962,0.064,0.058,0.424,0.707,1.037
Gambia,"Sub-Saharan Africa",2021,5.051,55.16,0.123,0.465,0.384,0.511,0.367
Georgia,"Central and Eastern Europe",2021,4.891,64.3,0.181,0.032,0.488,0.47,1.03
Germany,"Western Europe",2021,7.155,72.5,0.306,0.195,0.6,0.993,1.48
Ghana,"Sub-Saharan Africa",2021,5.088,57.586,0.058,0.268,0.517,0.595,0.68
Greece,"Western Europe",2021,5.723,72.6,0.074,0,0.243,0.811,1.273
Guatemala,"Latin America and Caribbean",2021,6.435,64.958,0.105,0.163,0.638,0.79,0.845
Guinea,"Sub-Saharan Africa",2021,4.984,55.008,0.111,0.25,0.384,0.399,0.42
Haiti,"Latin America and Caribbean",2021,3.615,55.7,0.139,0.463,0.257,0.173,0.294
Honduras,"Latin America and Caribbean",2021,5.919,67.3,0.083,0.241,0.578,0.787,0.703
"Hong Kong S.A.R. of China","East Asia",2021,5.477,76.82,0.342,0.232,0.408,0.841,1.525
Hungary,"Central and Eastern Europe",2021,5.992,68,0.04,0.067,0.454,1.083,1.301
Iceland,"Western Europe",2021,7.554,73,0.17,0.293,0.698,1.172,1.482
India,"Southern Asia",2021,3.819,60.633,0.106,0.246,0.622,0.316,0.741
Indonesia,"Southeastern Asia",2021,5.345,62.236,0.046,0.541,0.598,0.786,0.954
Iran,"Middle East and Northern Africa",2021,4.721,66.3,0.144,0.33,0.275,0.557,1.03
